Type,Paper ID,Oral / Poster,Track Theme,Title,Authors Names,Presenter first name,Presenter last name,Session,Sub-session,Session Time
Main,500,VPoster,Interpretability and Analysis of Models for NLP,Adaptive Immune-based Sound-Shape Code Substitution for Adversarial Chinese Text Attacks,"Ao Wang(~Ao_Wang4),Xinghao Yang(~Xinghao_Yang2),Chen Li(~Chen_Li49),Bao-di Liu(~Bao-di_Liu1),Weifeng Liu(~Weifeng_Liu1)",Ao,Wang,VPoster,,
Main,501,Poster,Dialogue and Interactive Systems,Bootstrapped Policy Learning for Task-oriented Dialogue through Goal Shaping,"Yangyang Zhao(~Yangyang_Zhao1),Ben Niu(~Ben_Niu4),Mehdi Dastani(~Mehdi_Dastani1),Shihan Wang(~Shihan_Wang1)",TBA,TBA,Session 09,Dialogue and Interactive Systems 2,Nov 13 (Wed) 16:00-17:30
Main,502,Oral,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",PsyGUARD: An Automated System for Suicide Detection and Risk Assessment in Psychological Counseling,"Huachuan Qiu(~Huachuan_Qiu1),Lizhi Ma(~Lizhi_Ma1),Zhenzhong Lan(~Zhenzhong_Lan2)",Huachuan,Qiu,Session 11,Sentiment and Semantics,Nov 14 (Thu) 10:30-12:00
Main,506,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",World to Code: Multi-modal Data Generation via Self-Instructed Compositional Captioning and Filtering,"Jiacong Wang(~Jiacong_Wang1),Bohong Wu(~Bohong_Wu1),Haiyong Jiang(~Haiyong_Jiang1),Haoyuan Guo(~Haoyuan_Guo1),Xin Xiao(~Xin_Xiao4),zhou Xun(~zhou_Xun2),Jun Xiao(~Jun_Xiao4)",Jiacong,Wang,VPoster,,
Main,510,VPoster,Question Answering,DVD: Dynamic Contrastive Decoding for Knowledge Amplification in Multi-Document Question Answering,"Jing Jin(~Jing_Jin6),Houfeng Wang(~Houfeng_Wang1),Hao Zhang(~Hao_Zhang3),Xiaoguang Li(~Xiaoguang_Li1),Zhijiang Guo(~Zhijiang_Guo2)",Jing,Jin,VPoster,,
Main,512,VPoster,NLP Applications,How Do Humans Write Code? Large Models Do It the Same Way Too,"Long Li(~Long_Li7),Xuzheng He(~Xuzheng_He1),Haozhe Wang(~Haozhe_Wang2),Linlin Wang(~Linlin_Wang1),Liang He(~Liang_He2)",Long,Li,VPoster,,
Main,513,Poster,Dialogue and Interactive Systems,Retrospex: Language Agent Meets Offline Reinforcement Learning Critic,"Yufei Xiang(~Yufei_Xiang1),Yiqun Shen(~Yiqun_Shen1),Yeqin Zhang(~Yeqin_Zhang2),Nguyen Cam-Tu(~Nguyen_Cam-Tu2)",Yufei,Xiang,Session 09,Dialogue and Interactive Systems 2,Nov 13 (Wed) 16:00-17:30
Main,514,Poster,Resources and Evaluation,Forgetting Curve: A Reliable Method for Evaluating Memorization Capability for Long-Context Models,"Xinyu Liu(~Xinyu_Liu6),Runsong Zhao(~Runsong_Zhao1),Pengcheng Huang(~Pengcheng_Huang3),Chunyang Xiao(~Chunyang_Xiao1),Bei Li(~Bei_Li1),Jingang Wang(~Jingang_Wang1),Tong Xiao(~Tong_Xiao4),JingBo Zhu(~JingBo_Zhu2)",TBA,TBA,Session 11,Resources and Evaluation 5,Nov 14 (Thu) 10:30-12:00
Main,516,VPoster,Generation,Retrieve-Plan-Generation: An Iterative Planning and Answering Framework for Knowledge-Intensive LLM Generation,"Yuanjie Lyu(~Yuanjie_Lyu1),Zihan Niu(~Zihan_Niu1),Zheyong Xie(~Zheyong_Xie1),Chao Zhang(~Chao_Zhang24),Tong Xu(~Tong_Xu2),Yang Wang(~Yang_Wang70),Enhong Chen(~Enhong_Chen1)",Yuanjie,Lyu,VPoster,,
Main,517,Poster,NLP Applications,CoEvol: Constructing Better Responses for Instruction Finetuning through Multi-Agent Cooperation,"Renhao Li(~Renhao_Li1),Minghuan Tan(~Minghuan_Tan1),Derek F. Wong(~Derek_F._Wong1),Min Yang(~Min_Yang6)",Renhao,Li,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,518,Poster,Resources and Evaluation,A Peek into Token Bias: Large Language Models Are Not Yet Genuine Reasoners,"Bowen Jiang(~Bowen_Jiang2),Yangxinyu Xie(~Yangxinyu_Xie1),Zhuoqun Hao(~Zhuoqun_Hao1),Xiaomeng Wang(~Xiaomeng_Wang7),Tanwi Mallick(~Tanwi_Mallick1),Weijie J Su(~Weijie_J_Su1),Camillo Jose Taylor(~Camillo_Jose_Taylor2),Dan Roth(~Dan_Roth3)",Bowen,Jiang,Session 04,Resources and Evaluation 2,Nov 12 (Tue) 16:00-17:30
Main,521,Poster,Generation,Bayesian Calibration of Win Rate Estimation with LLM Evaluators,"Yicheng Gao(~Yicheng_Gao2),Gonghan Xu(~Gonghan_Xu1),Zhe Wang(~Zhe_Wang47),Arman Cohan(~Arman_Cohan1)",Yicheng,Gao,Session 11,Generation 2,Nov 14 (Thu) 10:30-12:00
Main,522,VPoster,Machine Learning for NLP,MuMath-Code: Combining Tool-Use Large Language Models with Multi-perspective Data Augmentation for Mathematical Reasoning,"Shuo Yin(~Shuo_Yin1),Weihao You(~Weihao_You1),Zhilong Ji(~Zhilong_Ji1),Guoqiang Zhong(~Guoqiang_Zhong1),Jinfeng Bai(~Jinfeng_Bai1)",Weihao,You,VPoster,,
Main,524,Poster,NLP Applications,Seeing the Forest through the Trees: Data Leakage from Partial Transformer Gradients,"Weijun Li(~Weijun_Li3),Qiongkai Xu(~Qiongkai_Xu1),Mark Dras(~Mark_Dras1)",Weijun,Li,Session 06,NLP Applications 2,Nov 13 (Wed) 10:30-12:00
Main,525,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",RWKV-CLIP: A Robust Vision-Language Representation Learner,"Tiancheng Gu(~Tiancheng_Gu1),Kaicheng Yang(~Kaicheng_Yang1),Xiang An(~Xiang_An1),Ziyong Feng(~Ziyong_Feng1),Dongnan Liu(~Dongnan_Liu1),Weidong Cai(~Weidong_Cai1),Jiankang Deng(~Jiankang_Deng1)",Tiancheng,Gu,VPoster,,
Main,527,Poster,Human-centered NLP,KidLM: Advancing Language Models for Children – Early Insights and Future Directions,"Mir Tafseer Nayeem(~Mir_Tafseer_Nayeem1),Davood Rafiei(~Davood_Rafiei2)",Mir Tafseer,Nayeem,Session 06,Human-centered NLP 2,Nov 13 (Wed) 10:30-12:00
Main,528,Poster,Multilinguality and Language Diversity,Using Language Models to Disambiguate Lexical Choices in Translation,"Josh Barua(~Josh_Barua1),Sanjay Subramanian(~Sanjay_Subramanian1),Kayo Yin(~Kayo_Yin1),Alane Suhr(~Alane_Suhr1)",Josh,Barua,Session 03,Multilinguality and Language Diversity 1,Nov 12 (Tue) 14:00-15:30
Main,529,Poster,Human-centered NLP,How Does the Disclosure of AI Assistance Affect the Perceptions of Writing?,"Zhuoyan Li(~Zhuoyan_Li2),Chen Liang(~Chen_Liang21),Jing Peng(~Jing_Peng3),Ming Yin(~Ming_Yin2)",Zhuoyan,Li,Session 06,Human-centered NLP 2,Nov 13 (Wed) 10:30-12:00
Main,531,Oral,Interpretability and Analysis of Models for NLP,An Unsupervised Approach to Achieve Supervised-Level Explainability in Healthcare Records,"Joakim Edin(~Joakim_Edin1),Maria Maistro(~Maria_Maistro1),Lars Maaløe(~Lars_Maaløe1),Lasse Borgholt(~Lasse_Borgholt1),Jakob Drachmann Havtorn(~Jakob_Drachmann_Havtorn1),Tuukka Ruotsalo(~Tuukka_Ruotsalo2)",Joakim,Edin,Session 02,Interpretability and Analysis of Models for NLP 1,Nov 12 (Tue) 11:00-12:30
Main,533,Poster,Information Retrieval and Text Mining,Crafting Personalized Agents through Retrieval-Augmented Generation on Editable Memory Graphs,"Zheng Wang(~Zheng_Wang23),Zhongyang Li(~Zhongyang_Li2),Jiang Zeren(~Jiang_Zeren2),Dandan Tu(~Dandan_Tu1),Wei Shi(~Wei_Shi9)",Zheng,Wang,Session 02,Information Retrieval and Text Mining 1,Nov 12 (Tue) 11:00-12:30
Main,534,Poster,Interpretability and Analysis of Models for NLP,EVEDIT: Event-based Knowledge Editing for Deterministic Knowledge Propagation,"Jiateng Liu(~Jiateng_Liu2),Pengfei Yu(~Pengfei_Yu1),Yuji Zhang(~Yuji_Zhang2),Sha Li(~Sha_Li1),Zixuan Zhang(~Zixuan_Zhang2),Ruhi Sarikaya(~Ruhi_Sarikaya1),Kevin Small(~Kevin_Small1),Heng Ji(~Heng_Ji3)",Jiateng,Liu,Session 03,Interpretability and Analysis of Models for NLP 2,Nov 12 (Tue) 14:00-15:30
Main,538,Poster,"Linguistic Theories, Cognitive Modeling and Psycholinguistics",Predicting Nonnative Sentence Processing with L2LMs,"Tatsuya Aoyama(~Tatsuya_Aoyama1),Nathan Schneider(~Nathan_Schneider2)",Tatsuya,Aoyama,Session 02,"Linguistic Theories, Cognitive Modeling and Psycholinguistics 1",Nov 12 (Tue) 11:00-12:30
Main,541,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",From the Least to the Most: Building a Plug-and-Play Visual Reasoner via Data Synthesis,"Chuanqi Cheng(~Chuanqi_Cheng1),Jian Guan(~Jian_Guan1),Wei Wu(~Wei_Wu1),Rui Yan(~Rui_Yan2)",Chuanqi,Cheng,Session 02,"Multimodality and Language Grounding to Vision, Robotics and Beyond 4",Nov 12 (Tue) 11:00-12:30
Main,544,Poster,Resources and Evaluation,Quality Matters: Evaluating Synthetic Data for Tool-Using LLMs,"Shadi Iskander(~Shadi_Iskander1),Sofia Tolmach(~Sofia_Tolmach1),Ori Shapira(~Ori_Shapira1),Nachshon Cohen(~Nachshon_Cohen1),Zohar Karnin(~Zohar_Karnin1)",Shadi,Iskander,Session 04,Resources and Evaluation 2,Nov 12 (Tue) 16:00-17:30
Main,546,VPoster,Resources and Evaluation,Cross-Domain Audio Deepfake Detection: Dataset and Analysis,"Yuang Li(~Yuang_Li1),Min Zhang(~Min_Zhang10),Mengxin Ren(~Mengxin_Ren2),Xiaosong Qiao(~Xiaosong_Qiao1),Miaomiao Ma(~Miaomiao_Ma1),Daimeng Wei(~Daimeng_Wei1),Hao Yang(~Hao_Yang7)",Yuang,Li,VPoster,,
Main,549,VPoster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",MaPPER: Multimodal Prior-guided Parameter Efficient Tuning for Referring Expression Comprehension,"Ting Liu(~Ting_Liu20),Zunnan Xu(~Zunnan_Xu1),Zhiqiang Wang(~Zhiqiang_Wang12),Yue Hu(~Yue_Hu6),Liangtao Shi(~Liangtao_Shi1),Quanjun Yin(~Quanjun_Yin1)",Ting,Liu,VPoster,,
Main,550,Poster,Interpretability and Analysis of Models for NLP,Investigating How Large Language Models Leverage Internal Knowledge to Perform Complex Reasoning,"Miyoung Ko(~Miyoung_Ko1),Sue Hyun Park(~Sue_Hyun_Park1),Joonsuk Park(~Joonsuk_Park1),Minjoon Seo(~Minjoon_Seo1)",Miyoung,Ko,Session 06,Interpretability and Analysis of Models for NLP 3,Nov 13 (Wed) 10:30-12:00
Main,551,Poster,Machine Translation,Aligning Translation-Specific Understanding to General Understanding in Large Language Models,"Yichong Huang(~Yichong_Huang1),Baohang Li(~Baohang_Li1),Xiaocheng Feng(~Xiaocheng_Feng1),Wenshuai Huo(~Wenshuai_Huo1),Chengpeng Fu(~Chengpeng_Fu2),Ting Liu(~Ting_Liu2),Bing Qin(~Bing_Qin2)",TBA,TBA,Session 04,Machine Translation 2,Nov 12 (Tue) 16:00-17:30
Main,555,Poster,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas",FOOL ME IF YOU CAN! An Adversarial Dataset to Investigate the Robustness of LMs in Word Sense Disambiguation,"Mohamad Ballout(~Mohamad_Ballout1),Anne Dedert(~Anne_Dedert1),Nohayr Muhammad Abdelmoneim(~Nohayr_Muhammad_Abdelmoneim1),Ulf Krumnack(~Ulf_Krumnack1),Gunther Heidemann(~Gunther_Heidemann1),Kai-Uwe Kühnberger(~Kai-Uwe_Kühnberger2)",Anne,Dedert,Session 09,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas",Nov 13 (Wed) 16:00-17:30
Main,558,Poster,Machine Learning for NLP,Concept-skill Transferability-based Data Selection for Large Vision-Language Models,"Jaewoo Lee(~Jaewoo_Lee4),Boyang Li(~Boyang_Li1),Sung Ju Hwang(~Sung_Ju_Hwang1)",Jaewoo,Lee,Session 03,Machine Learning for NLP 1,Nov 12 (Tue) 14:00-15:30
Main,564,Oral,Resources and Evaluation,LLMs Assist NLP Researchers: Critique Paper (Meta-)Reviewing,"Jiangshu Du(~Jiangshu_Du1),Yibo Wang(~Yibo_Wang6),Wenting Zhao(~Wenting_Zhao4),Zhongfen Deng(~Zhongfen_Deng1),Shuaiqi LIU(~Shuaiqi_LIU1),Renze Lou(~Renze_Lou1),Henry Peng Zou(~Henry_Peng_Zou1),Pranav Narayanan Venkit(~Pranav_Narayanan_Venkit1),Nan Zhang(~Nan_Zhang9),Mukund Srinath(~Mukund_Srinath1),Haoran Ranran Zhang(~Haoran_Ranran_Zhang1),Vipul Gupta(~Vipul_Gupta3),Yinghui Li(~Yinghui_Li1),Tao Li(~Tao_Li11),Fei Wang(~Fei_Wang12),Qin Liu(~Qin_Liu5),Tianlin Liu(~Tianlin_Liu2),Pengzhi Gao(~Pengzhi_Gao1),Congying Xia(~Congying_Xia1),Chen Xing(~Chen_Xing2),Cheng Jiayang(~Cheng_Jiayang1),Zhaowei Wang(~Zhaowei_Wang2),Ying Su(~Ying_Su1),Raj Sanjay Shah(~Raj_Sanjay_Shah2),Ruohao Guo(~Ruohao_Guo2),Jing Gu(~Jing_Gu2),Haoran Li(~Haoran_Li4),Kangda Wei(~Kangda_Wei1),Zihao Wang(~Zihao_Wang11),Lu Cheng(~Lu_Cheng2),Surangika Ranathunga(~Surangika_Ranathunga1),Meng Fang(~Meng_Fang1),Jie Fu(~Jie_Fu2),Fei Liu(~Fei_Liu4),Ruihong Huang(~Ruihong_Huang1),Eduardo Blanco(~Eduardo_Blanco1),Yixin Cao(~Yixin_Cao2),Rui Zhang(~Rui_Zhang7),Philip S. Yu(~Philip_S._Yu1),Wenpeng Yin(~Wenpeng_Yin1)",Jiangshu,Du,Session 09,Resources and Evaluation 4,Nov 13 (Wed) 16:00-17:30
Main,565,Poster,Language Modeling,Academics Can Contribute to Domain-Specialized Language Models,"Mark Dredze(~Mark_Dredze1),Genta Indra Winata(~Genta_Indra_Winata1),Prabhanjan Kambadur(~Prabhanjan_Kambadur2),Shijie Wu(~Shijie_Wu1),Ozan Irsoy(~Ozan_Irsoy1),Steven Lu(~Steven_Lu1),Vadim Dabravolski(~Vadim_Dabravolski1),David S Rosenberg(~David_S_Rosenberg1),Sebastian Gehrmann(~Sebastian_Gehrmann1)",TBA,TBA,Session 03,Language Modeling 2,Nov 12 (Tue) 14:00-15:30
Main,566,Oral,Resources and Evaluation,Beyond Reference: Evaluating High Quality Translations Better than Human References,"Keonwoong Noh(~Keonwoong_Noh1),Seokjin Oh(~Seokjin_Oh1),Woohwan Jung(~Woohwan_Jung1)",Keonwoong,Noh,Session 03,Resources and Evaluation 1,Nov 12 (Tue) 14:00-15:30
Main,569,VPoster,Interpretability and Analysis of Models for NLP,Unveiling the Lexical Sensitivity of LLMs: Combinatorial Optimization for Prompt Enhancement,"Pengwei Zhan(~Pengwei_Zhan1),Zhen Xu(~Zhen_Xu9),Qian Tan(~Qian_Tan2),Jie Song(~Jie_Song9),Ru Xie(~Ru_Xie2)",Pengwei,Zhan,VPoster,,
Main,570,Poster,Multilinguality and Language Diversity,SEACrowd: A Multilingual Multimodal Data Hub and Benchmark Suite for Southeast Asian Languages,"Holy Lovenia(~Holy_Lovenia1),Rahmad Mahendra(~Rahmad_Mahendra1),Salsabil Maulana Akbar(~Salsabil_Maulana_Akbar1),Lester James Validad Miranda(~Lester_James_Validad_Miranda1),Jennifer Santoso(~Jennifer_Santoso1),Elyanah Aco(~Elyanah_Aco1),Akhdan Fadhilah(~Akhdan_Fadhilah1),Jonibek Mansurov(~Jonibek_Mansurov1),Joseph Marvin Imperial(~Joseph_Marvin_Imperial1),Onno P. Kampman(~Onno_P._Kampman1),Joel Ruben Antony Moniz(~Joel_Ruben_Antony_Moniz1),Muhammad Ravi Shulthan Habibi(~Muhammad_Ravi_Shulthan_Habibi1),Frederikus Hudi(~Frederikus_Hudi1),Jann Railey Montalan(~Jann_Railey_Montalan1),Ryan Ignatius Hadiwijaya(~Ryan_Ignatius_Hadiwijaya2),Joanito Agili Lopo(~Joanito_Agili_Lopo1),William Nixon(~William_Nixon1),Börje F. Karlsson(~Börje_F._Karlsson1),James Jaya(~James_Jaya1),Ryandito Diandaru(~Ryandito_Diandaru1),Yuze GAO(~Yuze_GAO1),Patrick Amadeus Irawan(~Patrick_Amadeus_Irawan1),Bin Wang(~Bin_Wang14),Jan Christian Blaise Cruz(~Jan_Christian_Blaise_Cruz1),Chenxi Whitehouse(~Chenxi_Whitehouse1),Ivan Halim Parmonangan(~Ivan_Halim_Parmonangan1),Maria Khelli(~Maria_Khelli1),Wenyu Zhang(~Wenyu_Zhang1),Lucky Susanto(~Lucky_Susanto1),Reynard Adha Ryanda(~Reynard_Adha_Ryanda1),Sonny Lazuardi Hermawan(~Sonny_Lazuardi_Hermawan1),Dan John Velasco(~Dan_John_Velasco1),Muhammad Dehan Al Kautsar(~Muhammad_Dehan_Al_Kautsar1),Willy Fitra Hendria(~Willy_Fitra_Hendria1),Yasmin Moslem(~Yasmin_Moslem1),Noah Flynn(~Noah_Flynn1),Muhammad Farid Adilazuarda(~Muhammad_Farid_Adilazuarda1),Haochen Li(~Haochen_Li6),Johanes Lee(~Johanes_Lee1),R. Damanhuri(~R._Damanhuri1),Shuo Sun(~Shuo_Sun2),Muhammad Reza Qorib(~Muhammad_Reza_Qorib1),Amirbek Djanibekov(~Amirbek_Djanibekov1),Wei Qi Leong(~Wei_Qi_Leong1),Quyet V. Do(~Quyet_V._Do1),Niklas Muennighoff(~Niklas_Muennighoff1),Tanrada Pansuwan(~Tanrada_Pansuwan1),Ilham Firdausi Putra(~Ilham_Firdausi_Putra1),Yan Xu(~Yan_Xu6),Tai Ngee Chia(~Tai_Ngee_Chia1),Ayu Purwarianti(~Ayu_Purwarianti1),Sebastian Ruder(~Sebastian_Ruder2),William Chandra Tjhi(~William_Chandra_Tjhi1),Peerat Limkonchotiwat(~Peerat_Limkonchotiwat1),Alham Fikri Aji(~Alham_Fikri_Aji1),Sedrick Keh(~Sedrick_Keh1),Genta Indra Winata(~Genta_Indra_Winata1),Ruochen Zhang(~Ruochen_Zhang1),Fajri Koto(~Fajri_Koto1),Zheng Xin Yong(~Zheng_Xin_Yong1),Samuel Cahyawijaya(~Samuel_Cahyawijaya1)",Muhammad Reza,Qorib,Session 03,Multilinguality and Language Diversity 1,Nov 12 (Tue) 14:00-15:30
Main,572,Oral,Generation,Induct-Learn: Short Phrase Prompting with Instruction Induction,"Po-Chun Chen(~Po-Chun_Chen2),Sheng-Lun Wei(~Sheng-Lun_Wei1),Hen-Hsen Huang(~Hen-Hsen_Huang1),Hsin-Hsi Chen(~Hsin-Hsi_Chen2)",Po-Chun,Chen,Session 03,Generation and Summarization,Nov 12 (Tue) 14:00-15:30
Main,574,VPoster,Information Retrieval and Text Mining,Multi-Granularity History and Entity Similarity Learning for Temporal Knowledge Graph Reasoning,"Shi Mingcong(~Shi_Mingcong1),Chunjiang Zhu(~Chunjiang_Zhu1),Detian Zhang(~Detian_Zhang1),Shiting Wen(~Shiting_Wen1),Qing Li(~Qing_Li5)",明聪,石,VPoster,,
Main,575,Poster,Interpretability and Analysis of Models for NLP,LUQ: Long-text Uncertainty Quantification for LLMs,"Caiqi Zhang(~Caiqi_Zhang2),Fangyu Liu(~Fangyu_Liu1),Marco Basaldella(~Marco_Basaldella1),Nigel Collier(~Nigel_Collier1)",TBA,TBA,Session 11,Interpretability and Analysis of Models for NLP 5,Nov 14 (Thu) 10:30-12:00
Main,577,VPoster,Interpretability and Analysis of Models for NLP,Pretraining Data Detection for Large Language Models: A Divergence-based Calibration Method,"Weichao Zhang(~Weichao_Zhang1),Ruqing Zhang(~Ruqing_Zhang3),Jiafeng Guo(~Jiafeng_Guo1),Maarten de Rijke(~Maarten_de_Rijke1),Yixing Fan(~Yixing_Fan2),Xueqi Cheng(~Xueqi_Cheng1)",Weichao,Zhang,VPoster,,
Main,580,VPoster,"Semantics: Lexical, Sentence-level Semantics, Textual Inference and Other Areas",Scaling Synthetic Logical Reasoning Datasets with Context-Sensitive Declarative Grammars,Damien Sileo(~Damien_Sileo2),Damien,Sileo,VPoster,,
Main,582,Poster,Speech Processing and Spoken Language Understanding,Improving Spoken Language Modeling with Phoneme Classification: A Simple Fine-tuning Approach,"Maxime Poli(~Maxime_Poli1),Emmanuel Chemla(~Emmanuel_Chemla1),Emmanuel Dupoux(~Emmanuel_Dupoux1)",Maxime,Poli,Session 06,Speech Processing and Spoken Language Understanding 1,Nov 13 (Wed) 10:30-12:00
Main,584,Poster,Generation,Safely Learning with Private Data: A Federated Learning Framework for Large Language Model,"Jia-Ying Zheng(~Jia-Ying_Zheng1),Hainan Zhang(~Hainan_Zhang1),Lingxiang Wang(~Lingxiang_Wang2),Wangjie Qiu(~Wangjie_Qiu1),Hong-Wei Zheng(~Hong-Wei_Zheng1),Zhi-Ming Zheng(~Zhi-Ming_Zheng1)",JiaYing, Zheng,Session 11,Generation 2,Nov 14 (Thu) 10:30-12:00
Main,585,VPoster,Interpretability and Analysis of Models for NLP,Formality Favored: Unraveling the Learning Preferences of Large Language Models on Data with Conflicting Knowledge,"Jiahuan Li(~Jiahuan_Li1),Yiqing Cao(~Yiqing_Cao1),Shujian Huang(~Shujian_Huang1),Jiajun Chen(~Jiajun_Chen1)",Jiahuan,Li,VPoster,,
Main,589,Poster,"Multimodality and Language Grounding to Vision, Robotics and Beyond",How Does the Textual Information Affect the Retrieval of Multimodal In-Context Learning?,"Yang Luo(~Yang_Luo4),Zangwei Zheng(~Zangwei_Zheng1),Zirui Zhu(~Zirui_Zhu2),Yang You(~Yang_You1)",Yang,Luo,Session 09,"Multimodality and Language Grounding to Vision, Robotics and Beyond 4",Nov 13 (Wed) 16:00-17:30
Main,590,Poster,"Ethics, Bias, and Fairness",How Far Can We Extract Diverse Perspectives from Large Language Models?,"Shirley Anugrah Hayati(~Shirley_Anugrah_Hayati1),Minhwa Lee(~Minhwa_Lee1),Dheeraj Rajagopal(~Dheeraj_Rajagopal1),Dongyeop Kang(~Dongyeop_Kang2)",Shirley Anugrah,Hayati,Session 03,"Ethics, Bias, and Fairness 1",Nov 12 (Tue) 14:00-15:30
Main,593,Poster,NLP Applications,EXPLORA: Efficient Exemplar Subset Selection for Complex Reasoning,"Kiran Purohit(~Kiran_Purohit1),Venktesh V(~Venktesh_V1),Raghuram Devalla(~Raghuram_Devalla1),Krishna Mohan Yerragorla(~Krishna_Mohan_Yerragorla1),Sourangshu Bhattacharya(~Sourangshu_Bhattacharya1),Avishek Anand(~Avishek_Anand1)",Kiran,Purohit,Session 02,NLP Applications 1,Nov 12 (Tue) 11:00-12:30
Main,600,Poster,Discourse and Pragmatics,An LLM Feature-based Framework for Dialogue Constructiveness Assessment,"Lexin Zhou(~Lexin_Zhou1),Youmna Farag(~Youmna_Farag1),Andreas Vlachos(~Andreas_Vlachos1)",Andreas,Vlachos,Session 03,Discourse + Phonology + Syntax 1,Nov 12 (Tue) 14:00-15:30
Main,605,VPoster,Dialogue and Interactive Systems,Relevance Is a Guiding Light: Relevance-aware Adaptive Learning for End-to-end Task-oriented Dialogue System,"Zhanpeng Chen(~Zhanpeng_Chen1),Zhihong Zhu(~Zhihong_Zhu1),Wanshi Xu(~Wanshi_Xu3),Xianwei Zhuang(~Xianwei_Zhuang2),Yuexian Zou(~Yuexian_Zou5)",Zhanpeng,Chen,VPoster,,
Main,606,Poster,Dialogue and Interactive Systems,Dialog2Flow: Pre-training Action-Driven Sentence Embeddings for Automatic Dialog Flow Extraction,"Sergio Burdisso(~Sergio_Burdisso1),Srikanth Madikeri(~Srikanth_Madikeri1),Petr Motlicek(~Petr_Motlicek1)",Sergio,Burdisso,Session 12,Dialogue and Interactive Systems 3,Nov 14 (Thu) 14:00-15:30
Main,609,Oral,Interpretability and Analysis of Models for NLP,Words Worth a Thousand Pictures: Measuring and Understanding Perceptual Variability in Text-to-Image Generation,"Raphael Tang(~Raphael_Tang1),Crystina Zhang(~Crystina_Zhang1),Lixinyu Xu(~Lixinyu_Xu1),Yao Lu(~Yao_Lu5),Wenyan Li(~Wenyan_Li1),Pontus Stenetorp(~Pontus_Stenetorp1),Jimmy Lin(~Jimmy_Lin2),Ferhan Ture(~Ferhan_Ture1)",Raphael,Tang,Session 12,Interpretability and Analysis of Models for NLP 6,Nov 14 (Thu) 14:00-15:30
Main,610,VPoster,Computational Social Science and Cultural Analytics,Investigating LLMs as Voting Assistants via Contextual Augmentation: A Case Study on the European Parliament Elections 2024,Ilias Chalkidis(~Ilias_Chalkidis1),Ilias,Chalkidis,VPoster,,
Main,611,VPoster,Question Answering,Adaption-of-Thought: Learning Question Difficulty Improves Large Language Models for Reasoning,"Mayi Xu(~Mayi_Xu1),Yongqi Li(~Yongqi_Li3),Ke Sun(~Ke_Sun11),Tieyun Qian(~Tieyun_Qian1)",Mayi, Xu,VPoster,,
Main,613,Poster,Information Extraction,LogicST: A Logical Self-Training Framework for Document-Level Relation Extraction with Incomplete Annotations,"Shengda Fan(~Shengda_Fan1),Yanting Wang(~Yanting_Wang3),Shasha Mo(~Shasha_Mo1),Jianwei Niu(~Jianwei_Niu3)",Shengda,Fan,Session 12,Information Extraction 2,Nov 14 (Thu) 14:00-15:30
Main,614,Poster,Multilinguality and Language Diversity,Concept Space Alignment in Multilingual LLMs,"Qiwei Peng(~Qiwei_Peng1),Anders Søgaard(~Anders_Søgaard1)",Qiwei,Peng,Session 03,Multilinguality and Language Diversity 1,Nov 12 (Tue) 14:00-15:30
Main,618,VPoster,"Special Theme: Efficiency in Model Algorithms, Training, and Inference",Predicting Rewards Alongside Tokens: Non-disruptive Parameter Insertion for Efficient Inference Intervention in Large Language Model,"Chenhan Yuan(~Chenhan_Yuan1),Fei Huang(~Fei_Huang3),Ru Peng(~Ru_Peng1),Keming Lu(~Keming_Lu1),Bowen Yu(~Bowen_Yu3),Chang Zhou(~Chang_Zhou2),Jingren Zhou(~Jingren_Zhou1)",Chenhan,Yuan,VPoster,,
Main,619,Poster,Resources and Evaluation,NLEBench+NorGLM: A Comprehensive Empirical Analysis and Benchmark Dataset for Generative Language Models in Norwegian,"Peng Liu(~Peng_Liu8),Lemei Zhang(~Lemei_Zhang1),Terje Farup(~Terje_Farup1),Even W. Lauvrak(~Even_W._Lauvrak1),Jon Espen Ingvaldsen(~Jon_Espen_Ingvaldsen1),Simen Eide(~Simen_Eide1),Jon Atle Gulla(~Jon_Atle_Gulla2),Zhirong Yang(~Zhirong_Yang1)",Lemei,Zhang,Session 04,Resources and Evaluation 2,Nov 12 (Tue) 16:00-17:30
Main,620,Poster,Generation,RSA-Control: A Pragmatics-Grounded Lightweight Controllable Text Generation Framework,"Yifan Wang(~Yifan_Wang40),Vera Demberg(~Vera_Demberg2)",Yifan,Wang,Session 11,Generation 2,Nov 14 (Thu) 10:30-12:00
